user_id,top_isbns
97209,"1900850303,345372700,316769487,446310786,786868716,3404921038,316735736,425099148,8401422825,60168013"
97272,"8445071408,385336772,316735736,1881320189,452264464,847223973X,451166892,399135782,8476409419,60929790"
97721,"8445071777,840734530,140067477,847223973X,1558531025,446310786,553347594,679865691,609804618,451406923"
97754,"8445071408,399135782,609804618,446310786,60168013,671867156,1558531025,1569871213,61076031,847223973X"
97807,"8445071777,609804618,8401422825,1558531025,786868716,345417623,140067477,964778319,2005018,8445071408"
97833,"1900850303,8445071408,1558531025,553347594,380778556,345417623,8401422825,847223973X,1569871213,345372700"
97848,"399135782,316769487,553582747,140067477,067176537X,966986105,553584383,3404921038,451410319,2740230"
97874,"452264464,1881320189,8476409419,345372700,8445071777,8445071408,689821166,1879384493,1569871213,840734530"
97945,"812575482,8445071408,553583468,380778556,385336772,345372700,449005615,60168013,446310786,140067477"
97950,"449005615,966986105,1569871213,786868716,8445071408,375509038,374157065,451208080,609804618,1900850303"
98012,"399135782,452264464,2740230,8445071408,316735736,1569871213,8401422825,786868716,8476409419,609804618"
98026,"399135782,8445071408,553584383,553347594,345372700,1879384493,446310786,380778556,679429220,374157065"
98097,"8445071408,385336772,316769487,425099148,452264464,440234743,316735736,3404921038,786868716,966986105"
98210,"8445071408,553347594,399135782,679865691,786868716,553584383,1900850303,446310786,140067477,8445071777"
98230,"345372700,399135782,446310786,3404921038,316735736,60929790,345402871,441783589,451208080,385336772"
98297,"399135782,451208080,8401422825,60929790,385336772,140067477,1558531025,679429220,3404921038,2005018"
98344,"609804618,8445071408,385336772,671888587,8401422825,553347594,1900850303,440234743,671621009,61099325"
98356,"074322678X,60929790,966986105,374157065,8445071408,671888587,786868716,345372700,446310786,345417623"
98391,"60929790,553584383,080652121X,074322678X,1881320189,60168013,446310786,425176428,316748641,067176537X"
98440,"8445071408,684823802,60929790,609804618,689821166,345372700,380778556,1879384493,1558531025,60938412"
98458,"140067477,8445071777,60929790,316769487,8445071408,8401422825,786868716,449005615,425184226,553582747"
98468,"8445071408,1558531025,684823802,451166892,2740230,1569871213,61099325,679865691,840734530,2005018"
98484,"399135782,3404921038,966986105,8445071408,8445071777,2740230,786868716,1879384493,316735736,452264464"
98499,"8445071777,8445071408,449005615,380778556,679865691,60168013,316769487,966986105,2740230,399135782"
98544,"316769487,8445071408,380778556,375406328,446310786,1558531025,399135782,743249992,609804618,679429220"
98547,"1879384493,446310786,8445071408,140067477,966986105,553347594,2070423204,679429220,671621009,399135782"
98575,"8445071408,446310786,441783589,1569871213,2740230,312252617,1879384493,399135782,1558531025,345417623"
98628,"452264464,446310786,1569871213,449005615,8445071408,374157065,451166892,385336772,1881320189,375509038"
98655,"553347594,8445071408,2740230,8401422825,1881320189,425184226,679429220,375509038,345372700,440225701"
98722,"8445071408,399135782,3404921038,966986105,446310786,743249992,553582747,812575482,679429220,425099148"
98723,"446310786,345372700,689821166,966986105,8445071777,609804618,1900850303,1879384493,8445071408,399135782"
98741,"8445071408,316769487,1558531025,786868716,399135782,316735736,8401422825,679865691,2740230,316748641"
98758,"1569871213,8445071408,966986105,074322678X,345417623,1881320189,345465083,399135782,385336772,316769487"
98783,"2740230,449005615,8445071408,452264464,1879384493,2005018,1558531025,847223973X,451208080,60929790"
98787,"8401422825,2005018,964778319,60976845,8445071408,074322678X,399135782,1558531025,553582747,689821166"
98882,"449005615,786868716,847223973X,345372700,452264464,60929790,140067477,671621009,1900850303,553583468"
98887,"399135782,8445071408,2740230,60929790,1881320189,966986105,074322678X,842342702,1558531025,374157065"
98893,"1879384493,786868716,8445071408,609804618,380778556,679429220,441783589,385336772,446310786,1558531025"
98904,"446310786,399135782,140067477,385336772,8476409419,8445071408,812575482,312252617,316769487,8401422825"
98923,"316769487,60929790,1569871213,679865691,60168013,8401422825,345417623,1879384493,140067477,375759778"
98930,"316769487,345372700,609804618,553347594,345417623,074322678X,964778319,1569871213,2005018,038572179X"
98958,"074322678X,8445071408,345372700,316769487,60929790,1900850303,8401422825,553582747,812575482,399135782"
98975,"609804618,786868716,847223973X,449005615,8445071408,441783589,1569871213,8401422825,2740230,080652121X"
99026,"446310786,074322678X,8445071408,8476409419,1558531025,61099325,399135782,847223973X,140067477,380715899"
99032,"345372700,385336772,399135782,2740230,8445071408,446310786,1881320189,8401422825,60168013,684823802"
99051,"385336772,609804618,8445071777,380778556,8445071408,60929790,842342702,074322678X,446310786,679810307"
99159,"8445071408,446310786,1558531025,553347594,671621009,440234743,1900850303,609804618,375509038,038572179X"
99252,"8445071408,8445071777,345417623,449005615,812575482,385336772,553582747,966986105,847223973X,60168013"
99281,"1879384493,140067477,671867156,671621009,380778556,553582747,8445071408,8445071777,345372700,374157065"
99312,"840734530,446310786,440225701,380778556,452264464,449005615,847223973X,399135782,61076031,440223571"
99314,"8445071408,679865691,067176537X,074322678X,553347594,385336772,786868716,8476409419,60938412,449005615"
99347,"8445071408,679429220,553582747,847223973X,074322678X,553347594,1558531025,449005615,1879384493,1569871213"
99390,"3404921038,074322678X,446310786,1569871213,399135782,451406923,786868716,8476409419,345417623,385336772"
99400,"446310786,553347594,399135782,345372700,3404921038,847223973X,385336772,553584383,1900850303,380778556"
99434,"399135782,449005615,671621009,451410319,964778319,8445071408,074322678X,2005018,441783589,425099148"
99564,"553347594,399135782,3404921038,609804618,2005018,449005615,684823802,140067477,8476409419,451208080"
99623,"679865691,8445071408,2740230,316769487,1558531025,609804618,316735736,8401422825,553582747,60168013"
99630,"399135782,385336772,553347594,446310786,345417623,786868716,316769487,609804618,1879384493,449005615"
99650,"399135782,60929790,842342702,8445071408,345372700,2005018,451208080,966986105,8476409419,449005615"
99652,"553347594,8476409419,679429220,425099148,1558531025,786868716,966986105,8445071777,2005018,840734530"
99805,"8476409419,8445071777,60976845,679865691,140067477,8445071408,1881320189,553347594,446310786,3404921038"
99832,"966986105,399135782,8401422825,446310786,553347594,812575482,1558531025,393045218,8445071408,553582747"
99946,"8445071408,380778556,679865691,60929790,449005615,080652121X,553347594,140067477,2005018,380715899"
99955,"345372700,786868716,3404921038,679865691,812575482,609804618,399135782,8445071777,380715899,553583468"
100009,"446310786,609804618,8445071408,966986105,399135782,553347594,385336772,140067477,449005615,316769487"
100035,"446310786,074322678X,679429220,399135782,140067477,345417623,1558531025,452264464,553583468,1900850303"
100053,"345417623,399135782,345372700,446310786,609804618,3404921038,60973129,966986105,679429220,8445071777"
100088,"345372700,8445071408,2005018,440225701,375509038,345402871,2740230,316769487,374157065,067176537X"
100108,"074322678X,553347594,1879384493,8445071408,446310786,312252617,1900850303,8401422825,964778319,451410319"
100115,"446310786,140067477,553582747,1558531025,8401422825,966986105,8445071408,446608653,074322678X,60976845"
100167,"553584383,8445071408,786868716,446310786,2740230,553347594,1900850303,441783589,375509038,1879384493"
100217,"966986105,60929790,8476409419,847223973X,074322678X,1879384493,446310786,553347594,345417623,60976845"
100261,"8445071408,786868716,399135782,60929790,441783589,449005615,3404921038,60168013,553583468,425099148"
100264,"8445071408,8401422825,446310786,399135782,812575482,553347594,60929790,842342702,1569871213,1558531025"
100393,"446310786,812575482,345372700,553584383,553347594,1558531025,399135782,609804618,679865691,374157065"
100434,"553582747,446310786,679429220,380778556,399135782,8445071408,1900850303,553347594,345372700,316769487"
100452,"345372700,679429220,8445071408,847223973X,399135782,451208080,8445071777,1881320189,3404921038,966986105"
100459,"60929790,074322678X,316769487,1569871213,380778556,8401422825,449005615,345417623,553347594,385336772"
100460,"812575482,446310786,140067477,8445071408,1558531025,380778556,074322678X,1569871213,1900850303,399135782"
100510,"8445071777,8445071408,374157065,140067477,1881320189,679429220,1569871213,345417623,609804618,380715899"
100668,"449005615,446310786,2740230,038572179X,074322678X,3404921038,1881320189,60929790,1841721522,671867156"
100682,"8445071408,446310786,8401422825,345417623,1900850303,316769487,074322678X,609804618,451208080,60914068"
100832,"553347594,399135782,446310786,345417623,067176537X,449005615,679810307,316769487,1881320189,140067477"
100846,"3404921038,8445071408,553347594,60914068,786868716,1558531025,345372700,449005615,380715899,446310786"
100881,"840734530,449005615,446310786,842342702,441783589,553347594,451406923,671621009,553582747,60929790"
100906,"8445071408,2005018,316735736,8445071777,446310786,60973129,316769487,684823802,847223973X,966986105"
100995,"446310786,8445071408,8401422825,449005615,964778319,140067477,074322678X,553584383,399135782,1879384493"
101043,"8445071408,1881320189,8476409419,380778556,140067477,553347594,316769487,609804618,1900850303,60914068"
101046,"609804618,380778556,786868716,038572179X,60929790,1879384493,679865691,8445071408,1900850303,8445071777"
101081,"553347594,2005018,1558531025,679429220,8445071777,553584383,847223973X,074322678X,2740230,449005615"
101126,"2005018,446310786,3404921038,425099148,316769487,553347594,553584383,1900850303,140067477,609804618"
101171,"074322678X,553582747,1881320189,8445071408,399135782,8445071777,439095026,425099148,8401422825,8476409419"
101172,"847223973X,140067477,3404921038,8445071777,8445071408,1881320189,316769487,964778319,380778556,374157065"
101209,"8445071408,446310786,1575663937,8476409419,1569871213,553347594,553582747,451410319,2740230,345372700"
101305,"316769487,451208080,966986105,60929790,1881320189,440234743,312252617,609804618,8445071408,074322678X"
101315,"3404921038,380778556,446310786,679865691,140067477,375509038,553347594,374157065,2740230,345372700"
101336,"1569871213,8401422825,345372700,8445071408,446310786,312252617,385336772,425099148,374157065,1881320189"
101341,"345372700,446310786,8401422825,8445071408,966986105,316769487,451208080,074322678X,609804618,449005615"
101422,"1841721522,1879384493,399135782,966986105,60168013,1881320189,385336772,374157065,8401422825,842342702"
101538,"399135782,8401422825,345417623,8445071408,140067477,375509038,812575482,074322678X,374157065,553582747"
101550,"345372700,553347594,8445071777,8445071408,1558531025,689821166,8401422825,679865691,8476409419,440234743"
101559,"449005615,671867156,380778556,8445071777,786868716,2005018,8445071408,345372700,316769487,399135782"
101606,"316769487,446310786,439095026,553347594,60168013,385336772,399135782,074322678X,449005615,812575482"
101666,"8445071408,451208080,1879384493,786868716,553347594,425099148,345372700,449005615,2740230,316769487"
101731,"2005018,446310786,345417623,60938412,399135782,385336772,1881320189,553347594,425184226,679429220"
101744,"385336772,609804618,316769487,8445071408,399135782,449005615,2740230,553584383,1569871213,2070423204"
101851,"8445071777,8445071408,425099148,60929790,446310786,2005018,1879384493,609804618,1881320189,449005615"
101861,"446310786,609804618,553347594,316735736,345417623,399135782,671621009,345372700,679810307,375410538"
101876,"399135782,1881320189,345417623,440949424,316769487,679865691,074322678X,812575482,847223973X,8445071408"
101882,"8445071408,553347594,446310786,671621009,60929790,8476409419,1879384493,684823802,1881320189,689821166"
101900,"847223973X,553347594,449005615,8476409419,553582747,399135782,2740230,140067477,609804618,316769487"
101978,"316769487,140067477,966986105,451410319,553347594,375500766,1558531025,786868716,345372700,847223973X"
102019,"8445071408,609804618,449005615,553347594,374157065,786868716,1879384493,60976845,847223973X,1881320189"
102032,"8445071408,786868716,074322678X,8476409419,8445071777,316769487,399135782,374157065,380778556,60168013"
102164,"345372700,1881320189,399135782,312252617,316769487,8445071777,074322678X,2740230,385336772,345465083"
102170,"8445071408,399135782,8445071777,446310786,140067477,786868716,385336772,440234743,689821166,8401422825"
102196,"345372700,385336772,2005018,440234743,966986105,553347594,380778556,316769487,609804618,345417623"
102232,"446310786,316735736,3404921038,8445071408,679865691,2740230,1879384493,671867156,1900850303,743249992"
102238,"966986105,609804618,399135782,1881320189,316769487,786868716,345372700,441783589,8445071408,684823802"
